,temperature_2m,relativehumidity_2m,windspeed_10m,precipitation
2020-01-22 13:00:00,26.9,67,17.1,0.0
2020-01-22 14:00:00,27.5,65,15.7,0.0
2020-01-22 15:00:00,27.8,65,16.9,0.0
2020-01-22 16:00:00,27.3,68,20.6,0.0
2020-01-22 17:00:00,26.5,72,22.0,0.0
2020-01-22 18:00:00,26.1,72,22.6,0.0
2020-01-22 19:00:00,25.2,78,25.8,0.0
2020-01-22 20:00:00,24.4,80,23.5,0.0
2020-01-22 21:00:00,24.0,82,24.4,0.0
2020-01-22 22:00:00,23.9,80,23.3,0.0
2020-01-22 23:00:00,23.8,78,20.1,0.0
2020-01-23 00:00:00,23.8,77,17.0,0.0
2020-01-23 01:00:00,23.7,80,15.3,0.0
2020-01-23 02:00:00,23.5,84,13.4,0.0
2020-01-23 03:00:00,23.7,84,10.7,0.0
2020-01-23 04:00:00,23.9,75,15.7,0.0
2020-01-23 05:00:00,23.5,73,16.9,0.0
2020-01-23 06:00:00,23.0,77,15.1,0.0
2020-01-23 07:00:00,23.4,76,16.1,0.0
2020-01-23 08:00:00,23.9,73,18.5,0.0
2020-01-23 09:00:00,24.2,74,19.0,0.0
2020-01-23 10:00:00,25.1,70,16.3,0.0
2020-01-23 11:00:00,26.0,66,13.5,0.0
2020-01-23 12:00:00,26.7,63,12.8,0.0
2020-01-23 13:00:00,27.1,60,13.8,0.0
2020-01-23 14:00:00,27.6,55,13.3,0.0
2020-01-23 15:00:00,28.0,55,13.5,0.0
2020-01-23 16:00:00,28.1,58,13.4,0.0
2020-01-23 17:00:00,27.8,60,12.2,0.0
2020-01-23 18:00:00,27.2,63,12.5,0.0
2020-01-23 19:00:00,26.2,69,14.2,0.0
2020-01-23 20:00:00,25.1,78,14.9,0.0
2020-01-23 21:00:00,24.8,80,15.5,0.0
2020-01-23 22:00:00,24.9,81,13.3,0.0
2020-01-23 23:00:00,24.8,83,11.4,0.0
2020-01-24 00:00:00,25.1,83,10.0,0.0
2020-01-24 01:00:00,25.4,73,14.8,0.0
2020-01-24 02:00:00,24.9,70,17.0,0.0
2020-01-24 03:00:00,24.5,70,17.1,0.0
2020-01-24 04:00:00,24.2,70,15.3,0.0
2020-01-24 05:00:00,23.9,72,17.0,0.0
2020-01-24 06:00:00,23.2,78,17.3,0.0
2020-01-24 07:00:00,23.5,77,19.5,0.0
2020-01-24 08:00:00,24.3,71,22.7,0.0
2020-01-24 09:00:00,24.6,69,20.4,0.0
2020-01-24 10:00:00,26.0,63,18.1,0.0
2020-01-24 11:00:00,27.6,59,18.3,0.0
2020-01-24 12:00:00,29.2,52,17.2,0.0
2020-01-24 13:00:00,30.6,45,16.9,0.0
2020-01-24 14:00:00,31.5,41,16.3,0.0
2020-01-24 15:00:00,31.9,40,16.1,0.0
2020-01-24 16:00:00,32.0,40,16.8,0.0
2020-01-24 17:00:00,31.8,42,18.4,0.0
2020-01-24 18:00:00,31.3,45,18.4,0.0
2020-01-24 19:00:00,30.3,53,16.8,0.0
2020-01-24 20:00:00,28.7,61,12.4,0.0
2020-01-24 21:00:00,27.1,65,12.2,0.0
2020-01-24 22:00:00,26.4,68,12.0,0.0
2020-01-24 23:00:00,25.7,72,11.0,0.0
2020-01-25 00:00:00,25.4,73,14.5,0.0
2020-01-25 01:00:00,25.3,73,15.1,0.0
2020-01-25 02:00:00,24.8,76,13.4,0.0
2020-01-25 03:00:00,24.4,77,16.1,0.0
2020-01-25 04:00:00,24.2,76,17.4,0.0
2020-01-25 05:00:00,23.8,72,17.2,0.0
2020-01-25 06:00:00,23.1,75,16.6,0.0
2020-01-25 07:00:00,23.2,77,14.1,0.1
2020-01-25 08:00:00,24.3,73,13.0,0.1
2020-01-25 09:00:00,27.2,67,17.7,0.0
2020-01-25 10:00:00,29.2,62,15.3,0.0
2020-01-25 11:00:00,31.2,54,14.7,0.0
2020-01-25 12:00:00,33.0,40,16.4,0.0
2020-01-25 13:00:00,34.0,33,18.7,0.0
2020-01-25 14:00:00,33.8,32,18.4,0.0
2020-01-25 15:00:00,33.8,33,13.7,0.0
2020-01-25 16:00:00,34.0,32,15.8,0.0
2020-01-25 17:00:00,33.6,30,19.4,0.0
2020-01-25 18:00:00,33.1,32,17.7,0.0
2020-01-25 19:00:00,29.5,53,16.8,0.0
2020-01-25 20:00:00,25.4,87,22.7,0.0
2020-01-25 21:00:00,25.3,86,20.9,0.0
2020-01-25 22:00:00,25.4,80,21.2,0.0
2020-01-25 23:00:00,25.4,76,18.1,0.0
2020-01-26 00:00:00,25.5,75,15.9,0.0
2020-01-26 01:00:00,25.6,73,14.3,0.0
2020-01-26 02:00:00,25.5,71,14.3,0.0
2020-01-26 03:00:00,25.2,78,8.9,0.0
2020-01-26 04:00:00,23.7,90,4.6,0.0
2020-01-26 05:00:00,23.3,74,12.5,0.0
2020-01-26 06:00:00,22.1,64,16.6,0.0
2020-01-26 07:00:00,22.0,65,17.0,0.0
2020-01-26 08:00:00,23.5,63,14.4,0.0
2020-01-26 09:00:00,25.2,61,11.2,0.0
2020-01-26 10:00:00,27.2,55,12.4,0.0
2020-01-26 11:00:00,28.9,47,16.1,0.0
2020-01-26 12:00:00,30.2,41,18.5,0.0
2020-01-26 13:00:00,31.2,35,19.5,0.0
2020-01-26 14:00:00,31.8,33,19.5,0.0
2020-01-26 15:00:00,32.4,30,20.9,0.0
2020-01-26 16:00:00,32.9,27,19.5,0.0
2020-01-26 17:00:00,32.8,27,18.2,0.0
2020-01-26 18:00:00,32.2,27,16.6,0.0
2020-01-26 19:00:00,31.6,29,17.6,0.0
2020-01-26 20:00:00,29.7,36,9.3,0.0
2020-01-26 21:00:00,28.4,41,15.2,0.0
2020-01-26 22:00:00,27.9,46,18.7,0.0
2020-01-26 23:00:00,25.1,47,40.3,0.0
2020-01-27 00:00:00,22.8,54,37.1,0.0
2020-01-27 01:00:00,21.3,60,33.5,0.0
2020-01-27 02:00:00,20.1,62,32.8,0.0
2020-01-27 03:00:00,18.9,60,32.0,0.0
2020-01-27 04:00:00,18.2,56,28.9,0.0
2020-01-27 05:00:00,17.5,53,26.7,0.0
2020-01-27 06:00:00,16.7,56,26.6,0.0
2020-01-27 07:00:00,16.4,58,26.7,0.0
2020-01-27 08:00:00,17.2,54,27.8,0.0
2020-01-27 09:00:00,18.0,52,24.2,0.0
2020-01-27 10:00:00,19.9,45,20.9,0.0
2020-01-27 11:00:00,21.6,38,17.4,0.0
2020-01-27 12:00:00,22.9,33,15.3,0.0
2020-01-27 13:00:00,23.8,31,14.5,0.0
2020-01-27 14:00:00,24.7,30,14.0,0.0
2020-01-27 15:00:00,25.2,31,14.5,0.0
2020-01-27 16:00:00,25.4,32,18.1,0.0
2020-01-27 17:00:00,22.2,57,30.5,0.0
2020-01-27 18:00:00,22.2,53,27.0,0.0
2020-01-27 19:00:00,21.9,53,23.4,0.0
2020-01-27 20:00:00,20.9,57,22.7,0.0
2020-01-27 21:00:00,20.4,59,21.6,0.0
2020-01-27 22:00:00,20.4,57,21.6,0.0
2020-01-27 23:00:00,20.4,59,17.7,0.0
2020-01-28 00:00:00,20.1,64,17.1,0.0
2020-01-28 01:00:00,19.7,66,17.7,0.0
2020-01-28 02:00:00,19.3,61,16.0,0.0
2020-01-28 03:00:00,19.1,59,13.5,0.0
2020-01-28 04:00:00,19.0,59,13.7,0.0
2020-01-28 05:00:00,18.6,63,14.6,0.0
2020-01-28 06:00:00,18.4,65,14.5,0.0
2020-01-28 07:00:00,19.2,64,16.7,0.0
2020-01-28 08:00:00,20.5,59,19.3,0.0
2020-01-28 09:00:00,20.3,65,18.9,0.0
2020-01-28 10:00:00,21.7,62,18.7,0.0
2020-01-28 11:00:00,23.0,59,17.8,0.0
2020-01-28 12:00:00,24.3,54,17.4,0.0
2020-01-28 13:00:00,25.7,49,18.1,0.0
2020-01-28 14:00:00,26.6,47,19.6,0.0
2020-01-28 15:00:00,27.5,44,20.5,0.0
2020-01-28 16:00:00,28.3,41,22.6,0.0
2020-01-28 17:00:00,28.7,38,24.6,0.0
2020-01-28 18:00:00,28.5,36,23.8,0.0
2020-01-28 19:00:00,27.8,39,22.3,0.0
2020-01-28 20:00:00,26.7,47,20.9,0.0
2020-01-28 21:00:00,26.2,49,19.2,0.0
2020-01-28 22:00:00,26.1,54,20.7,0.0
2020-01-28 23:00:00,26.2,59,21.0,0.0
2020-01-29 00:00:00,26.1,62,21.2,0.0
2020-01-29 01:00:00,25.4,65,19.7,0.0
2020-01-29 02:00:00,24.7,68,16.3,0.0
2020-01-29 03:00:00,24.2,67,15.2,0.0
2020-01-29 04:00:00,23.7,67,11.5,0.0
2020-01-29 05:00:00,23.2,69,10.2,0.0
2020-01-29 06:00:00,22.5,73,8.4,0.0
2020-01-29 07:00:00,22.1,70,9.6,0.0
2020-01-29 08:00:00,23.6,63,11.0,0.0
2020-01-29 09:00:00,24.1,67,4.0,0.0
2020-01-29 10:00:00,25.1,64,15.9,0.0
2020-01-29 11:00:00,25.3,64,20.1,0.0
2020-01-29 12:00:00,25.7,60,22.8,0.0
2020-01-29 13:00:00,26.7,53,23.3,0.0
2020-01-29 14:00:00,25.5,55,23.7,0.0
2020-01-29 15:00:00,23.9,65,23.4,0.4
2020-01-29 16:00:00,21.8,81,22.7,1.7
2020-01-29 17:00:00,20.7,84,23.7,0.8
2020-01-29 18:00:00,20.1,83,24.0,0.5
2020-01-29 19:00:00,19.5,87,25.6,0.4
2020-01-29 20:00:00,19.1,85,30.1,0.1
2020-01-29 21:00:00,17.9,85,23.3,0.0
2020-01-29 22:00:00,16.8,80,21.6,0.0
2020-01-29 23:00:00,16.5,80,22.7,0.0
2020-01-30 00:00:00,16.2,76,24.3,0.0
2020-01-30 01:00:00,15.8,72,23.9,0.0
2020-01-30 02:00:00,15.4,69,23.2,0.0
2020-01-30 03:00:00,14.6,71,22.3,0.0
2020-01-30 04:00:00,13.9,73,20.2,0.0
2020-01-30 05:00:00,13.2,76,18.5,0.0
2020-01-30 06:00:00,12.8,77,16.8,0.0
2020-01-30 07:00:00,13.1,75,16.9,0.0
2020-01-30 08:00:00,15.0,66,16.6,0.0
2020-01-30 09:00:00,16.8,62,18.0,0.0
2020-01-30 10:00:00,19.1,53,16.6,0.0
2020-01-30 11:00:00,21.2,43,16.3,0.0
2020-01-30 12:00:00,22.9,35,16.2,0.0
2020-01-30 13:00:00,24.0,29,20.1,0.0
2020-01-30 14:00:00,24.7,27,20.1,0.0
2020-01-30 15:00:00,25.0,27,18.2,0.0
2020-01-30 16:00:00,25.2,27,16.4,0.0
2020-01-30 17:00:00,24.0,39,15.7,0.0
2020-01-30 18:00:00,21.9,61,19.1,0.0
2020-01-30 19:00:00,21.1,58,18.3,0.0
2020-01-30 20:00:00,20.7,59,12.7,0.0
2020-01-30 21:00:00,20.2,60,13.3,0.0
2020-01-30 22:00:00,20.2,59,12.3,0.0
2020-01-30 23:00:00,20.0,60,11.2,0.0
2020-01-31 00:00:00,19.7,61,10.0,0.0
2020-01-31 01:00:00,19.3,64,7.2,0.0
2020-01-31 02:00:00,18.6,68,6.4,0.0
2020-01-31 03:00:00,18.6,68,6.8,0.0
2020-01-31 04:00:00,17.8,74,6.5,0.0
2020-01-31 05:00:00,17.1,81,6.7,0.0
2020-01-31 06:00:00,16.6,84,8.7,0.0
2020-01-31 07:00:00,16.6,79,11.0,0.0
2020-01-31 08:00:00,18.6,65,9.8,0.0
2020-01-31 09:00:00,20.7,56,9.2,0.0
2020-01-31 10:00:00,22.6,42,11.2,0.0
2020-01-31 11:00:00,24.1,38,9.7,0.0
2020-01-31 12:00:00,25.1,35,7.3,0.0
2020-01-31 13:00:00,25.9,34,8.7,0.0
2020-01-31 14:00:00,26.3,33,12.5,0.0
2020-01-31 15:00:00,26.4,31,15.3,0.0
2020-01-31 16:00:00,26.3,26,15.8,0.0
2020-01-31 17:00:00,26.1,25,14.3,0.0
2020-01-31 18:00:00,25.5,29,14.3,0.0
2020-01-31 19:00:00,24.4,38,14.0,0.0
2020-01-31 20:00:00,22.9,48,10.9,0.0
2020-01-31 21:00:00,22.2,52,12.0,0.0
2020-01-31 22:00:00,22.3,56,12.5,0.0
2020-01-31 23:00:00,22.0,60,13.3,0.0
2020-02-01 00:00:00,21.9,61,15.1,0.0
2020-02-01 01:00:00,21.7,64,16.0,0.0
2020-02-01 02:00:00,21.4,68,13.9,0.0
2020-02-01 03:00:00,21.1,69,11.8,0.0
2020-02-01 04:00:00,20.8,71,11.4,0.0
2020-02-01 05:00:00,20.5,74,9.7,0.0
2020-02-01 06:00:00,20.2,79,8.4,0.0
2020-02-01 07:00:00,20.4,79,8.8,0.0
2020-02-01 08:00:00,21.8,68,9.2,0.0
2020-02-01 09:00:00,23.7,57,9.5,0.0
2020-02-01 10:00:00,25.3,50,9.5,0.0
2020-02-01 11:00:00,26.5,47,8.0,0.0
2020-02-01 12:00:00,27.4,46,9.9,0.0
2020-02-01 13:00:00,27.3,52,16.0,0.0
2020-02-01 14:00:00,27.6,48,17.6,0.0
2020-02-01 15:00:00,28.0,41,18.1,0.0
2020-02-01 16:00:00,28.3,35,17.8,0.0
2020-02-01 17:00:00,28.6,27,15.9,0.0
2020-02-01 18:00:00,28.2,29,10.1,0.0
2020-02-01 19:00:00,26.7,41,10.8,0.0
2020-02-01 20:00:00,24.7,52,9.6,0.0
2020-02-01 21:00:00,24.5,65,11.6,0.0
2020-02-01 22:00:00,24.7,63,11.4,0.0
2020-02-01 23:00:00,24.4,66,11.4,0.0
2020-02-02 00:00:00,24.1,69,11.3,0.0
2020-02-02 01:00:00,23.9,73,11.5,0.0
2020-02-02 02:00:00,23.7,76,10.9,0.0
2020-02-02 03:00:00,23.6,75,9.2,0.0
2020-02-02 04:00:00,23.0,80,7.5,0.0
2020-02-02 05:00:00,22.1,84,6.6,0.0
2020-02-02 06:00:00,20.8,89,8.0,0.0
2020-02-02 07:00:00,22.3,85,4.3,0.0
2020-02-02 08:00:00,23.9,77,5.7,0.0
2020-02-02 09:00:00,26.4,62,9.8,0.0
2020-02-02 10:00:00,27.6,56,15.8,0.0
2020-02-02 11:00:00,28.6,53,16.2,0.0
2020-02-02 12:00:00,29.8,47,19.2,0.0
2020-02-02 13:00:00,30.6,44,19.3,0.0
2020-02-02 14:00:00,31.2,41,16.9,0.0
2020-02-02 15:00:00,31.6,39,18.0,0.0
2020-02-02 16:00:00,31.8,36,17.1,0.0
2020-02-02 17:00:00,31.8,33,16.8,0.0
2020-02-02 18:00:00,31.6,30,15.0,0.0
2020-02-02 19:00:00,30.4,37,14.0,0.0
2020-02-02 20:00:00,28.3,49,9.7,0.0
2020-02-02 21:00:00,27.2,54,5.8,0.0
2020-02-02 22:00:00,26.4,63,16.3,0.0
2020-02-02 23:00:00,25.4,71,15.3,0.0
2020-02-03 00:00:00,24.8,77,15.9,0.0
2020-02-03 01:00:00,24.7,77,14.2,0.0
2020-02-03 02:00:00,24.4,79,11.6,0.0
2020-02-03 03:00:00,24.2,80,8.4,0.0
2020-02-03 04:00:00,23.8,81,6.6,0.0
2020-02-03 05:00:00,24.2,80,7.9,0.0
2020-02-03 06:00:00,24.6,79,11.5,0.0
2020-02-03 07:00:00,24.8,74,14.1,0.0
2020-02-03 08:00:00,26.0,65,16.3,0.0
2020-02-03 09:00:00,27.2,61,19.4,0.0
2020-02-03 10:00:00,28.4,57,17.7,0.0
2020-02-03 11:00:00,29.5,54,17.2,0.0
2020-02-03 12:00:00,30.6,51,16.4,0.0
2020-02-03 13:00:00,31.3,48,15.6,0.0
2020-02-03 14:00:00,32.2,41,15.8,0.0
2020-02-03 15:00:00,32.6,40,16.0,0.0
2020-02-03 16:00:00,31.2,48,18.4,0.0
2020-02-03 17:00:00,30.7,47,18.4,0.0
2020-02-03 18:00:00,29.6,56,21.3,0.0
2020-02-03 19:00:00,28.1,66,21.7,0.0
2020-02-03 20:00:00,27.2,71,19.8,0.0
2020-02-03 21:00:00,27.0,70,26.3,0.0
2020-02-03 22:00:00,27.6,65,23.9,0.0
2020-02-03 23:00:00,28.2,54,24.8,0.0
2020-02-04 00:00:00,27.4,56,22.6,0.0
2020-02-04 01:00:00,26.8,59,20.4,0.0
2020-02-04 02:00:00,26.2,60,23.4,0.0
2020-02-04 03:00:00,25.3,66,26.8,0.0
2020-02-04 04:00:00,24.6,71,26.5,0.0
2020-02-04 05:00:00,24.2,74,27.0,0.0
2020-02-04 06:00:00,24.0,77,27.0,0.0
2020-02-04 07:00:00,24.3,77,27.4,0.0
2020-02-04 08:00:00,25.2,73,29.1,0.0
2020-02-04 09:00:00,26.1,72,27.1,0.0
2020-02-04 10:00:00,27.8,66,26.5,0.0
2020-02-04 11:00:00,29.4,61,24.7,0.0
2020-02-04 12:00:00,30.6,57,22.1,0.0
2020-02-04 13:00:00,31.3,53,20.5,0.1
2020-02-04 14:00:00,31.8,50,20.0,0.0
2020-02-04 15:00:00,32.2,48,19.7,0.0
2020-02-04 16:00:00,32.3,47,20.5,0.0
2020-02-04 17:00:00,31.5,51,21.4,0.0
2020-02-04 18:00:00,30.6,54,20.2,0.0
2020-02-04 19:00:00,29.8,58,18.0,0.0
2020-02-04 20:00:00,29.0,68,9.8,0.0
2020-02-04 21:00:00,27.5,76,13.2,0.0
2020-02-04 22:00:00,27.8,73,12.3,0.0
2020-02-04 23:00:00,29.2,63,18.1,0.0
2020-02-05 00:00:00,29.4,60,26.6,0.0
2020-02-05 01:00:00,28.9,65,30.3,0.0
2020-02-05 02:00:00,27.9,70,28.4,0.0
2020-02-05 03:00:00,28.0,70,28.0,0.0
2020-02-05 04:00:00,27.6,71,27.7,0.2
2020-02-05 05:00:00,27.4,70,27.3,0.0
2020-02-05 06:00:00,27.1,70,25.7,0.0
2020-02-05 07:00:00,27.0,70,21.7,0.1
2020-02-05 08:00:00,27.3,67,18.9,0.3
2020-02-05 09:00:00,27.2,59,22.1,0.1
2020-02-05 10:00:00,27.6,59,19.3,0.0
2020-02-05 11:00:00,28.7,57,16.2,0.0
2020-02-05 12:00:00,30.0,54,12.8,0.0
2020-02-05 13:00:00,30.6,53,11.8,0.0
2020-02-05 14:00:00,30.7,53,15.9,0.0
2020-02-05 15:00:00,30.1,55,18.7,0.0
2020-02-05 16:00:00,29.6,57,22.5,0.0
2020-02-05 17:00:00,28.8,63,23.9,0.0
2020-02-05 18:00:00,27.1,71,21.6,0.4
2020-02-05 19:00:00,26.8,76,15.5,0.5
2020-02-05 20:00:00,26.6,80,20.3,0.2
2020-02-05 21:00:00,26.8,73,20.1,0.0
2020-02-05 22:00:00,26.6,75,17.1,0.2
2020-02-05 23:00:00,26.5,78,14.4,0.0
2020-02-06 00:00:00,26.3,77,9.2,0.0
2020-02-06 01:00:00,26.3,80,7.5,0.0
2020-02-06 02:00:00,26.6,82,9.5,0.0
2020-02-06 03:00:00,26.9,81,15.1,0.0
2020-02-06 04:00:00,27.0,72,22.4,0.0
2020-02-06 05:00:00,26.7,75,21.2,0.0
2020-02-06 06:00:00,26.8,77,18.0,0.0
2020-02-06 07:00:00,27.2,76,18.7,0.0
2020-02-06 08:00:00,28.2,71,20.7,0.0
2020-02-06 09:00:00,28.1,71,26.6,0.0
2020-02-06 10:00:00,29.2,67,24.6,0.0
2020-02-06 11:00:00,30.5,64,19.7,0.0
2020-02-06 12:00:00,31.5,61,15.5,0.0
2020-02-06 13:00:00,32.3,58,12.4,0.0
2020-02-06 14:00:00,32.4,59,13.0,0.0
2020-02-06 15:00:00,32.6,56,11.3,0.0
2020-02-06 16:00:00,31.5,62,12.1,0.0
2020-02-06 17:00:00,31.5,61,14.5,0.0
2020-02-06 18:00:00,31.7,59,13.5,0.0
2020-02-06 19:00:00,30.2,68,18.0,0.0
2020-02-06 20:00:00,28.8,73,19.6,0.0
2020-02-06 21:00:00,28.7,76,15.6,0.0
2020-02-06 22:00:00,28.2,79,14.5,0.0
2020-02-06 23:00:00,28.5,75,12.3,0.0
2020-02-07 00:00:00,28.4,75,8.1,0.0
2020-02-07 01:00:00,27.7,84,3.6,0.0
2020-02-07 02:00:00,27.7,79,5.1,0.1
2020-02-07 03:00:00,27.2,81,12.3,0.0
2020-02-07 04:00:00,27.0,78,17.1,0.0
2020-02-07 05:00:00,26.2,78,18.4,0.0
2020-02-07 06:00:00,26.2,80,3.9,0.0
2020-02-07 07:00:00,26.1,80,8.7,0.0
2020-02-07 08:00:00,27.1,74,9.6,0.0
2020-02-07 09:00:00,28.0,68,21.9,0.0
2020-02-07 10:00:00,28.5,64,25.5,0.1
2020-02-07 11:00:00,28.6,65,22.6,0.0
2020-02-07 12:00:00,29.7,64,24.1,0.1
2020-02-07 13:00:00,28.5,71,23.1,0.3
2020-02-07 14:00:00,28.5,69,24.5,0.1
2020-02-07 15:00:00,28.8,66,21.7,0.1
2020-02-07 16:00:00,28.7,65,21.1,0.0
2020-02-07 17:00:00,28.5,66,20.2,0.0
2020-02-07 18:00:00,28.1,67,19.4,0.0
2020-02-07 19:00:00,27.4,71,18.4,0.0
2020-02-07 20:00:00,26.6,76,15.0,0.1
2020-02-07 21:00:00,24.5,92,8.9,0.6
2020-02-07 22:00:00,24.3,93,13.4,0.2
2020-02-07 23:00:00,24.0,94,13.0,0.0
2020-02-08 00:00:00,24.2,93,17.8,0.1
2020-02-08 01:00:00,24.0,93,27.0,0.4
2020-02-08 02:00:00,23.3,90,28.0,0.1
2020-02-08 03:00:00,22.8,89,24.2,0.2
2020-02-08 04:00:00,22.1,90,22.9,0.9
2020-02-08 05:00:00,20.9,90,24.6,1.2
2020-02-08 06:00:00,20.4,87,21.3,0.5
2020-02-08 07:00:00,20.1,88,20.7,0.1
2020-02-08 08:00:00,20.1,84,23.3,0.1
2020-02-08 09:00:00,20.6,78,22.6,0.0
2020-02-08 10:00:00,21.3,76,14.9,0.0
2020-02-08 11:00:00,22.2,72,13.8,0.0
2020-02-08 12:00:00,23.5,68,14.7,0.0
2020-02-08 13:00:00,24.0,66,16.1,0.0
2020-02-08 14:00:00,24.0,66,17.0,0.0
2020-02-08 15:00:00,25.2,62,17.6,0.0
2020-02-08 16:00:00,26.5,57,18.6,0.0
2020-02-08 17:00:00,26.1,63,21.4,0.0
2020-02-08 18:00:00,25.4,63,24.1,0.0
2020-02-08 19:00:00,24.6,64,22.4,0.0
2020-02-08 20:00:00,22.9,72,27.3,0.0
2020-02-08 21:00:00,21.2,77,29.9,0.0
2020-02-08 22:00:00,20.3,75,26.6,0.0
2020-02-08 23:00:00,19.4,74,22.8,0.0
2020-02-09 00:00:00,19.0,77,22.4,0.0
2020-02-09 01:00:00,19.0,79,23.5,0.0
2020-02-09 02:00:00,18.3,80,26.2,0.0
2020-02-09 03:00:00,17.1,79,26.3,0.0
2020-02-09 04:00:00,16.8,79,25.3,0.0
2020-02-09 05:00:00,16.4,80,24.7,0.0
2020-02-09 06:00:00,16.1,80,24.9,0.0
2020-02-09 07:00:00,16.2,80,23.0,0.0
2020-02-09 08:00:00,17.0,77,24.1,0.0
2020-02-09 09:00:00,17.9,71,21.6,0.0
2020-02-09 10:00:00,19.0,68,16.8,0.0
2020-02-09 11:00:00,20.3,65,13.1,0.0
2020-02-09 12:00:00,21.4,58,14.5,0.0
2020-02-09 13:00:00,22.1,56,16.6,0.0
2020-02-09 14:00:00,22.7,49,16.5,0.0
2020-02-09 15:00:00,22.9,46,16.9,0.0
2020-02-09 16:00:00,23.2,45,16.6,0.0
2020-02-09 17:00:00,23.7,40,13.0,0.0
2020-02-09 18:00:00,23.9,39,16.5,0.0
2020-02-09 19:00:00,22.1,58,19.7,0.0
2020-02-09 20:00:00,20.4,72,23.4,0.0
2020-02-09 21:00:00,19.8,68,13.7,0.0
2020-02-09 22:00:00,18.8,63,18.1,0.0
2020-02-09 23:00:00,18.0,66,19.4,0.0
2020-02-10 00:00:00,17.0,75,22.9,0.0
2020-02-10 01:00:00,16.4,74,20.9,0.0
2020-02-10 02:00:00,15.9,75,19.5,0.0
2020-02-10 03:00:00,15.3,76,17.9,0.0
2020-02-10 04:00:00,14.9,75,16.7,0.0
2020-02-10 05:00:00,14.6,75,16.6,0.0
2020-02-10 06:00:00,14.0,75,16.5,0.0
2020-02-10 07:00:00,13.8,77,17.4,0.0
2020-02-10 08:00:00,15.7,73,17.2,0.0
2020-02-10 09:00:00,17.6,69,11.5,0.0
2020-02-10 10:00:00,19.1,66,10.2,0.0
2020-02-10 11:00:00,20.3,64,8.0,0.0
2020-02-10 12:00:00,21.5,56,7.9,0.0
2020-02-10 13:00:00,22.1,54,10.2,0.0
2020-02-10 14:00:00,22.3,59,13.8,0.0
2020-02-10 15:00:00,22.5,59,12.7,0.0
2020-02-10 16:00:00,22.8,56,12.2,0.0
2020-02-10 17:00:00,22.1,60,20.0,0.0
2020-02-10 18:00:00,22.0,61,18.9,0.0
2020-02-10 19:00:00,21.5,65,20.1,0.0
2020-02-10 20:00:00,20.8,68,18.9,0.0
2020-02-10 21:00:00,20.2,71,14.1,0.0
2020-02-10 22:00:00,19.9,72,14.6,0.0
2020-02-10 23:00:00,19.8,72,12.4,0.0
2020-02-11 00:00:00,19.5,74,12.2,0.0
2020-02-11 01:00:00,19.4,75,13.0,0.0
2020-02-11 02:00:00,19.3,75,11.7,0.0
2020-02-11 03:00:00,18.9,77,9.2,0.0
2020-02-11 04:00:00,18.8,79,7.8,0.0
2020-02-11 05:00:00,18.5,81,6.7,0.0
2020-02-11 06:00:00,18.4,82,6.6,0.0
2020-02-11 07:00:00,19.1,79,7.2,0.0
2020-02-11 08:00:00,20.6,68,10.1,0.0
2020-02-11 09:00:00,21.0,67,18.0,0.0
2020-02-11 10:00:00,21.7,65,16.1,0.0
2020-02-11 11:00:00,22.4,63,12.8,0.0
2020-02-11 12:00:00,23.1,60,11.5,0.0
2020-02-11 13:00:00,24.0,53,12.0,0.0
2020-02-11 14:00:00,24.3,47,11.3,0.0
2020-02-11 15:00:00,24.7,47,11.0,0.0
2020-02-11 16:00:00,24.5,49,14.6,0.0
2020-02-11 17:00:00,24.4,49,17.6,0.0
2020-02-11 18:00:00,23.6,55,21.7,0.0
2020-02-11 19:00:00,22.9,63,23.6,0.0
2020-02-11 20:00:00,21.8,71,24.3,0.0
2020-02-11 21:00:00,21.8,72,23.1,0.0
2020-02-11 22:00:00,22.0,70,22.0,0.0
2020-02-11 23:00:00,22.0,73,21.7,0.0
2020-02-12 00:00:00,22.2,73,20.6,0.0
2020-02-12 01:00:00,22.3,69,18.2,0.0
2020-02-12 02:00:00,21.7,70,23.1,0.0
2020-02-12 03:00:00,21.2,72,22.9,0.0
2020-02-12 04:00:00,20.7,74,20.1,0.0
2020-02-12 05:00:00,20.3,76,18.6,0.0
2020-02-12 06:00:00,20.0,78,18.3,0.0
2020-02-12 07:00:00,20.1,77,18.8,0.0
2020-02-12 08:00:00,20.9,73,20.6,0.0
2020-02-12 09:00:00,21.5,70,20.3,0.0
2020-02-12 10:00:00,22.4,68,18.6,0.0
2020-02-12 11:00:00,23.3,64,17.1,0.0
2020-02-12 12:00:00,24.3,60,16.1,0.0
2020-02-12 13:00:00,25.3,55,14.9,0.0
2020-02-12 14:00:00,26.1,51,13.2,0.0
2020-02-12 15:00:00,26.1,53,14.8,0.0
2020-02-12 16:00:00,26.7,50,16.3,0.0
2020-02-12 17:00:00,26.2,56,19.1,0.0
2020-02-12 18:00:00,25.0,65,21.4,0.0
2020-02-12 19:00:00,24.6,71,21.6,0.0
2020-02-12 20:00:00,23.7,78,21.7,0.0
2020-02-12 21:00:00,23.3,80,14.8,0.0
2020-02-12 22:00:00,23.6,78,17.3,0.0
2020-02-12 23:00:00,24.4,67,22.3,0.0
2020-02-13 00:00:00,24.0,63,25.9,0.0
2020-02-13 01:00:00,23.5,65,26.9,0.0
